tenure,Contract,InternetService,PaymentMethod,SeniorCitizen,Partner,Dependents,PaperlessBilling,PhoneService,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,Churn
32,Month-to-month,No,Mailed check,1,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.53,688.67,Yes
41,Month-to-month,DSL,Bank transfer,0,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,72.51,3059.89,No
17,Month-to-month,DSL,Bank transfer,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,62.91,1097.69,No
10,One year,DSL,Bank transfer,0,No,No,No,Yes,Yes,No,No,No,Yes,Yes,57.17,591.55,Yes
22,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,54.72,1240.99,Yes
27,One year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,71.26,1850.17,No
24,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,Yes,No,No,No,Yes,81.46,1868.14,Yes
59,Two year,Fiber optic,Mailed check,0,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,92.39,5571.13,No
24,Two year,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,73.05,1818.63,No
48,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,83.06,4025.35,No
28,Month-to-month,No,Electronic check,0,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,506.97,No
53,Two year,No,Mailed check,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.32,1263.9,No
0,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,88.51,90.25,No
29,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,87.77,2524.21,No
0,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,No,Yes,No,55.58,55.62,No
22,Month-to-month,DSL,Credit card,1,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,66.48,1528.73,No
29,One year,Fiber optic,Credit card,1,Yes,No,No,No,No,Yes,No,Yes,Yes,No,82.2,2375.31,Yes
25,Month-to-month,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.35,531.71,No
14,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,73.33,1000.62,No
46,One year,Fiber optic,Credit card,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,76.11,3445.02,No
72,Two year,DSL,Electronic check,0,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,63.33,4516.51,No
49,One year,DSL,Mailed check,0,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,57.33,2673.36,No
49,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,Yes,Yes,No,No,84.63,4150.87,Yes
27,Month-to-month,DSL,Bank transfer,1,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,70.42,1863.33,Yes
27,Two year,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.71,506.49,No
19,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,94.55,1801.59,No
22,Month-to-month,DSL,Mailed check,1,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,65.02,1389.4,No
27,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,Yes,No,No,No,Yes,No,78.21,2144.07,No
37,One year,DSL,Electronic check,1,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,71.26,2684.85,No
29,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,96.18,2769.9,Yes
23,One year,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,90.13,2107.36,No
50,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,Yes,No,No,Yes,No,No,Yes,80.53,4007.39,No
27,Month-to-month,No,Mailed check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.64,560.4,No
3,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,No,No,No,Yes,79.53,228.39,No
40,Month-to-month,No,Electronic check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.71,869.65,No
0,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,77.81,76.97,No
38,One year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.77,737.17,No
20,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,52.13,1026.03,Yes
11,Month-to-month,Fiber optic,Electronic check,1,No,No,Yes,Yes,No,No,No,No,Yes,Yes,80.01,850.14,Yes
36,One year,DSL,Mailed check,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,70.23,2653.31,No
19,Month-to-month,No,Bank transfer,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.22,430.88,No
1,Month-to-month,DSL,Credit card,0,Yes,No,Yes,No,No,No,No,No,No,No,44.05,42.16,Yes
22,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,No,Yes,No,No,Yes,85.64,1924.76,Yes
18,Month-to-month,DSL,Electronic check,0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,64.41,1196.66,No
49,Month-to-month,DSL,Bank transfer,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,73.41,3606.49,No
62,One year,Fiber optic,Electronic check,0,No,Yes,No,Yes,No,No,No,No,No,No,66.91,4229.77,No
6,Month-to-month,DSL,Bank transfer,0,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,55.99,342.72,No
52,Two year,Fiber optic,Credit card,1,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,76.69,4146.64,No
7,Month-to-month,DSL,Electronic check,0,Yes,No,No,Yes,No,Yes,No,No,No,Yes,55.48,400.63,Yes
34,One year,DSL,Credit card,0,Yes,No,No,Yes,No,No,No,Yes,Yes,No,59.95,2023.71,No
68,Two year,No,Electronic check,1,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.25,1248.32,No
16,Month-to-month,Fiber optic,Credit card,0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,86.63,1367.27,No
10,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,Yes,No,No,Yes,80.14,793.48,Yes
28,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,No,No,No,Yes,Yes,Yes,84.05,2378.35,Yes
23,Two year,DSL,Credit card,0,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,61.59,1457.96,No
48,Two year,DSL,Credit card,1,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,61.85,2854.43,No
40,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,Yes,No,No,No,No,No,Yes,69.65,2777.89,Yes
61,One year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,82.72,4947.81,No
39,Month-to-month,No,Electronic check,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.98,881.34,No
0,Month-to-month,DSL,Mailed check,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,74.96,74.47,No
18,One year,DSL,Bank transfer,1,Yes,No,No,Yes,No,No,No,No,Yes,No,51.91,924.67,No
10,Month-to-month,Fiber optic,Mailed check,0,No,Yes,No,Yes,No,No,No,No,No,No,63.6,613.44,Yes
18,Month-to-month,Fiber optic,Bank transfer,1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,89.8,1550.02,Yes
42,Two year,Fiber optic,Mailed check,0,No,No,No,Yes,No,No,No,Yes,Yes,Yes,84.97,3739.57,No
0,Month-to-month,Fiber optic,Electronic check,0,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,100.49,96.72,Yes
53,One year,DSL,Electronic check,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,72.8,3679.93,No
30,Month-to-month,Fiber optic,Credit card,0,No,No,No,Yes,No,No,Yes,No,Yes,No,77.55,2227.24,No
9,Month-to-month,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,75.53,711.27,Yes
29,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,84.57,2369.52,Yes
69,Two year,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,87.62,6194.81,No
0,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,84.01,80.21,No
28,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,78.53,2291.21,No
37,One year,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,No,No,No,Yes,Yes,75.59,2837.44,No
14,Two year,DSL,Electronic check,0,No,No,Yes,Yes,Yes,No,No,No,Yes,No,56.38,768.71,No
70,Two year,No,Electronic check,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.33,1573.65,No
39,One year,DSL,Bank transfer,0,No,Yes,Yes,Yes,No,No,No,No,No,No,45.26,1831.29,Yes
0,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,78.28,81.0,Yes
44,One year,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.36,831.74,Yes
57,Two year,No,Electronic check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.0,1047.32,No
63,Two year,DSL,Credit card,0,Yes,Yes,No,Yes,No,No,No,No,Yes,No,48.07,3070.66,No
23,Two year,Fiber optic,Mailed check,1,No,No,No,Yes,Yes,Yes,No,No,No,Yes,81.96,1928.63,No
13,Month-to-month,DSL,Credit card,0,Yes,No,No,No,Yes,No,Yes,No,Yes,No,61.29,814.16,Yes
2,Month-to-month,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,36.08,No
35,One year,DSL,Mailed check,0,No,No,Yes,Yes,Yes,No,No,No,No,No,53.47,1942.46,No
0,Month-to-month,DSL,Electronic check,0,No,Yes,No,Yes,No,No,Yes,No,No,No,53.64,54.76,No
0,Month-to-month,DSL,Bank transfer,0,No,Yes,No,Yes,No,No,Yes,No,Yes,No,60.83,60.04,Yes
43,Month-to-month,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.72,850.12,No
57,One year,Fiber optic,Mailed check,1,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,91.73,5072.82,No
70,Two year,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,No,No,No,79.88,5345.1,No
72,Two year,No,Electronic check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.34,1270.48,No
24,Two year,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,89.94,2219.91,No
53,Two year,Fiber optic,Credit card,0,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,91.89,4957.5,No
42,One year,Fiber optic,Electronic check,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,82.59,3465.93,Yes
12,Month-to-month,Fiber optic,Electronic check,0,No,No,No,Yes,No,No,Yes,No,No,No,73.78,924.99,Yes
8,One year,Fiber optic,Mailed check,0,No,No,Yes,No,Yes,No,No,Yes,No,No,76.18,617.95,No
32,Month-to-month,DSL,Electronic check,0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,53.93,1668.48,No
28,Month-to-month,Fiber optic,Credit card,1,Yes,No,No,Yes,No,No,No,Yes,Yes,No,73.75,2097.88,Yes
8,Month-to-month,DSL,Electronic check,0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,57.35,460.16,Yes
68,Two year,Fiber optic,Credit card,1,No,No,No,Yes,No,Yes,No,No,Yes,No,75.32,5211.08,No
40,One year,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,705.11,No
64,Two year,DSL,Mailed check,1,No,No,No,Yes,No,No,No,No,No,Yes,50.62,3267.58,No
39,Two year,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.85,964.7,No
58,Two year,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,89.69,5216.97,No
22,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,88.15,1891.75,Yes
50,Two year,No,Electronic check,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.25,1084.78,No
11,Two year,No,Credit card,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.49,223.06,No
57,Two year,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,74.81,4465.99,No
22,Month-to-month,DSL,Mailed check,1,No,No,No,Yes,Yes,No,No,No,No,No,50.11,1073.94,No
3,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,58.88,169.99,Yes
63,Two year,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,74.28,4886.32,No
22,Month-to-month,DSL,Mailed check,0,No,Yes,Yes,Yes,No,Yes,No,No,No,No,54.2,1230.29,No
25,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,83.76,2095.89,Yes
12,Month-to-month,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,No,No,No,No,70.77,818.16,Yes
0,Month-to-month,No,Mailed check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,17.88,No
0,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,62.98,60.76,No
65,Two year,No,Credit card,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.07,1400.6,No
36,Two year,DSL,Electronic check,0,No,No,Yes,Yes,No,No,Yes,No,Yes,No,57.68,2083.09,No
41,Two year,No,Credit card,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.94,793.27,No
31,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,73.95,2223.7,Yes
0,Month-to-month,Fiber optic,Bank transfer,1,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,83.03,81.9,Yes
0,Month-to-month,Fiber optic,Credit card,0,Yes,No,No,Yes,No,Yes,No,Yes,No,No,77.29,78.57,Yes
31,Month-to-month,DSL,Electronic check,0,No,No,Yes,No,Yes,No,No,Yes,No,No,59.35,1768.38,No
19,Month-to-month,DSL,Mailed check,0,Yes,No,No,Yes,Yes,No,No,No,Yes,No,54.6,1087.31,No
22,Two year,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,No,Yes,No,No,49.7,1090.57,No
47,Two year,Fiber optic,Electronic check,1,Yes,No,No,Yes,No,No,Yes,Yes,No,No,75.11,3425.37,No
21,Month-to-month,Fiber optic,Mailed check,0,No,No,No,Yes,No,No,No,Yes,No,No,70.18,1436.46,No
0,Month-to-month,No,Bank transfer,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.74,23.48,Yes
0,Month-to-month,No,Credit card,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.32,23.42,No
0,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,86.56,87.08,Yes
32,Month-to-month,DSL,Bank transfer,0,No,Yes,No,No,Yes,Yes,Yes,No,No,No,67.31,2165.03,No
35,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,64.87,2169.53,No
30,Month-to-month,DSL,Electronic check,0,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,70.8,2074.76,No
38,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,95.84,3469.83,No
72,Two year,DSL,Bank transfer,0,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,74.56,5541.17,No
0,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,78.19,82.09,Yes
34,Month-to-month,Fiber optic,Electronic check,1,No,No,No,Yes,No,No,Yes,Yes,No,Yes,81.76,2846.2,Yes
20,Month-to-month,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.26,417.3,No
48,Month-to-month,Fiber optic,Mailed check,1,No,No,No,Yes,Yes,Yes,No,No,Yes,No,91.28,4439.62,No
72,One year,Fiber optic,Credit card,0,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,87.14,6498.0,No
51,Two year,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No,No,Yes,Yes,No,81.1,4106.83,No
49,Two year,Fiber optic,Bank transfer,0,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,79.12,3974.25,No
32,One year,DSL,Bank transfer,0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,69.68,2137.13,No
19,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,No,No,No,No,No,Yes,Yes,85.14,1625.05,Yes
22,Month-to-month,DSL,Electronic check,0,Yes,No,No,Yes,Yes,No,No,Yes,No,No,60.77,1332.66,Yes
60,Month-to-month,No,Credit card,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.17,1088.93,No
20,Month-to-month,Fiber optic,Mailed check,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,93.82,1848.97,No
47,Two year,No,Mailed check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.62,924.69,No
18,Month-to-month,Fiber optic,Credit card,1,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,97.85,1749.07,No
5,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,81.07,424.81,Yes
0,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,No,No,No,Yes,Yes,Yes,85.72,87.59,No
16,Month-to-month,Fiber optic,Credit card,1,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,89.66,1497.86,No
72,Two year,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,89.05,6558.03,No
32,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,No,No,No,No,No,73.53,2290.04,No
10,Month-to-month,No,Electronic check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.28,189.17,Yes
24,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,68.36,1614.63,No
72,Two year,No,Mailed check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.33,1407.57,No
21,Month-to-month,DSL,Electronic check,1,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,61.63,1256.52,Yes
24,One year,DSL,Mailed check,0,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,62.12,1448.49,No
19,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,69.84,1279.04,Yes
28,Month-to-month,DSL,Mailed check,0,Yes,No,No,Yes,No,Yes,Yes,No,No,No,54.98,1487.0,No
61,Two year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,80.77,4843.1,No
41,Month-to-month,No,Electronic check,0,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.6,799.34,No
20,Month-to-month,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.71,474.65,No
1,One year,Fiber optic,Mailed check,0,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,85.15,87.52,No
26,Month-to-month,DSL,Mailed check,0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,78.59,1965.38,No
24,Month-to-month,DSL,Bank transfer,0,Yes,No,No,No,Yes,No,No,No,No,No,48.89,1231.16,No
59,Two year,DSL,Credit card,1,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,57.98,3293.36,No
4,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,Yes,No,No,Yes,Yes,No,81.97,341.89,No
50,Month-to-month,DSL,Mailed check,0,No,No,Yes,Yes,Yes,No,No,Yes,No,No,63.4,3278.36,No
1,Month-to-month,No,Mailed check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.41,23.02,Yes
22,One year,Fiber optic,Credit card,0,No,No,No,Yes,Yes,No,No,No,Yes,No,79.5,1782.31,No
14,Month-to-month,DSL,Bank transfer,0,No,No,No,Yes,No,No,No,Yes,No,Yes,57.51,843.9,Yes
39,Month-to-month,Fiber optic,Credit card,0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,94.58,3639.79,Yes
60,One year,No,Electronic check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.54,1162.12,No
48,One year,Fiber optic,Bank transfer,0,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,93.41,4313.16,No
68,Two year,Fiber optic,Electronic check,0,No,Yes,No,Yes,Yes,No,No,No,Yes,No,82.61,5614.85,No
0,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,90.53,87.38,Yes
0,Month-to-month,No,Credit card,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.88,21.57,No
12,Month-to-month,DSL,Credit card,0,No,No,Yes,Yes,Yes,No,No,No,Yes,No,57.82,670.55,No
52,One year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,76.29,3800.05,Yes
33,Month-to-month,Fiber optic,Credit card,0,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,86.08,2751.88,Yes
24,One year,DSL,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,61.67,1407.08,No
2,Month-to-month,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,No,No,No,Yes,No,66.22,129.94,Yes
72,Two year,Fiber optic,Bank transfer,0,Yes,Yes,No,Yes,No,No,No,No,No,No,65.54,4815.33,No
57,Two year,No,Mailed check,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.47,1159.11,No
0,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,Yes,No,No,No,No,No,Yes,70.75,70.21,Yes
36,Two year,DSL,Bank transfer,0,No,Yes,Yes,Yes,No,No,Yes,No,No,No,53.95,1942.65,No
62,Two year,Fiber optic,Bank transfer,0,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,95.15,5653.37,No
0,Month-to-month,DSL,Bank transfer,0,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,58.28,60.65,Yes
2,Month-to-month,DSL,Mailed check,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,69.74,138.98,No
23,One year,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,87.16,1931.5,Yes
